Student_ID,Name,Class,Subject,Exam_Score_1,Exam_Score_2,Exam_Score_3,Attendance_Percentage,Study_Hours_Per_Week,Assignment_Completion_Rate,Participation_Level,Final_Score
STU_052,Rahul Verma,Grade 12,History,76.97,79.9,76.4,69.26,15.88,82.14,High,75.88
STU_052,Rahul Verma,Grade 12,Art,64.99,75.4,79.91,62.07,11.39,83.11,Low,61.16
STU_053,Siddharth Mehta,Grade 10,Math,67.41,73.49,67.1,72.15,6.04,70.41,High,57.12
STU_053,Siddharth Mehta,Grade 10,Science,57.62,60.75,66.94,79.02,3.25,84.59,Medium,58.55
STU_053,Siddharth Mehta,Grade 10,English,100.0,100.0,100.0,95.47,28.92,93.66,Low,97.0
STU_053,Siddharth Mehta,Grade 10,History,69.32,73.15,78.69,62.57,13.03,98.96,Medium,64.8
STU_053,Siddharth Mehta,Grade 10,Art,91.71,93.71,96.62,75.01,25.17,88.4,Medium,83.54
STU_054,Priya Kapoor,Grade 11,Math,59.85,63.89,69.49,67.86,5.46,78.94,Low,54.2
STU_054,Priya Kapoor,Grade 11,Science,78.86,78.84,77.84,61.29,19.56,62.68,Low,72.89
STU_054,Priya Kapoor,Grade 11,English,54.43,58.41,57.75,64.1,2.27,79.53,Medium,47.43
STU_054,Priya Kapoor,Grade 11,History,93.13,93.76,100.0,89.7,29.56,59.77,Medium,91.48
STU_054,Priya Kapoor,Grade 11,Art,67.2,68.18,74.09,85.15,10.8,84.69,High,70.3
STU_055,Sanya Kapoor,Grade 11,Math,89.54,90.87,95.83,67.55,24.42,63.82,High,85.13
STU_055,Sanya Kapoor,Grade 11,Science,88.59,92.06,90.08,95.61,21.12,60.87,Medium,86.37
STU_055,Sanya Kapoor,Grade 11,English,93.86,93.67,87.45,64.97,27.01,99.73,Low,84.3
STU_055,Sanya Kapoor,Grade 11,History,100.0,100.0,100.0,88.14,27.68,63.14,Low,99.14
STU_055,Sanya Kapoor,Grade 11,Art,87.07,79.91,82.51,77.12,16.28,65.53,High,81.97
STU_056,Ananya Mehta,Grade 10,Math,88.19,90.92,90.08,92.6,18.04,59.63,Medium,81.28
STU_056,Ananya Mehta,Grade 10,Science,67.34,74.36,75.96,88.12,7.86,76.62,Medium,69.91
STU_056,Ananya Mehta,Grade 10,English,100.0,100.0,100.0,84.95,28.48,64.36,Low,97.89
STU_056,Ananya Mehta,Grade 10,History,71.08,65.64,59.35,69.5,10.41,79.78,Medium,60.62
STU_056,Ananya Mehta,Grade 10,Art,100.0,99.08,100.0,87.65,28.77,98.15,Low,97.25
STU_057,Ishita Mehta,Grade 11,Math,63.3,68.8,66.27,74.39,12.31,88.73,Medium,63.42
STU_057,Ishita Mehta,Grade 11,Science,94.14,95.76,90.64,69.0,23.89,71.65,High,83.86
STU_057,Ishita Mehta,Grade 11,English,98.81,100.0,100.0,73.68,28.37,85.05,High,90.17
STU_057,Ishita Mehta,Grade 11,History,71.61,75.73,75.8,67.46,16.76,99.96,High,71.21
STU_057,Ishita Mehta,Grade 11,Art,83.7,88.08,99.06,74.78,17.69,51.84,High,84.87
STU_058,Siddharth Singh,Grade 10,Math,100.0,100.0,100.0,82.15,24.5,78.41,High,96.11
STU_058,Siddharth Singh,Grade 10,Science,64.76,69.34,67.27,69.58,11.29,60.57,High,61.5
STU_058,Siddharth Singh,Grade 10,English,68.63,70.95,75.38,99.7,4.15,60.56,Low,69.42
STU_058,Siddharth Singh,Grade 10,History,63.03,61.65,63.09,60.48,8.17,78.87,Medium,55.31
STU_058,Siddharth Singh,Grade 10,Art,62.06,67.74,72.29,88.8,7.06,50.57,High,66.43
STU_059,Vikram Reddy,Grade 9,Math,51.77,51.11,51.17,76.75,2.05,60.5,High,43.84
STU_059,Vikram Reddy,Grade 9,Science,71.02,68.87,57.42,93.32,5.62,54.54,High,59.34
STU_059,Vikram Reddy,Grade 9,English,89.71,95.68,100.0,66.73,26.7,94.98,Medium,93.05
STU_059,Vikram Reddy,Grade 9,History,77.25,77.7,79.11,92.66,12.89,95.15,Low,74.53
STU_059,Vikram Reddy,Grade 9,Art,58.2,64.04,68.41,67.53,4.01,90.47,Medium,56.67
STU_060,Priya Patel,Grade 9,Math,81.37,80.16,81.56,67.19,15.53,93.42,High,70.03
STU_060,Priya Patel,Grade 9,Science,75.17,78.64,86.28,77.89,11.34,82.48,High,72.96
STU_060,Priya Patel,Grade 9,English,89.78,90.29,92.94,72.66,25.51,84.34,Low,89.5
STU_060,Priya Patel,Grade 9,History,93.63,95.77,99.84,82.7,22.0,90.26,Medium,87.94
STU_060,Priya Patel,Grade 9,Art,72.26,76.87,80.72,69.71,17.55,81.04,Low,73.72
STU_061,Siddharth Joshi,Grade 12,Math,100.0,100.0,100.0,86.53,28.61,70.76,Low,93.78
STU_061,Siddharth Joshi,Grade 12,Science,79.62,80.09,82.77,79.84,10.98,71.27,Low,74.83
STU_061,Siddharth Joshi,Grade 12,English,67.55,68.79,68.15,83.16,4.4,68.72,High,64.38
STU_061,Siddharth Joshi,Grade 12,History,77.97,77.89,80.24,62.86,19.93,85.49,Medium,75.11
STU_061,Siddharth Joshi,Grade 12,Art,76.67,78.36,83.94,70.63,14.02,86.09,Low,72.41
STU_062,Rahul Gupta,Grade 11,Math,59.81,59.23,58.66,65.2,2.78,89.02,High,56.48
STU_062,Rahul Gupta,Grade 11,Science,89.13,89.43,89.52,79.06,21.1,58.25,Low,86.53
STU_062,Rahul Gupta,Grade 11,English,93.02,96.06,94.04,65.47,27.65,68.43,Medium,85.76
STU_062,Rahul Gupta,Grade 11,History,77.5,82.4,91.11,82.02,9.51,65.01,Low,76.26
STU_062,Rahul Gupta,Grade 11,Art,71.59,75.53,76.08,73.7,10.91,82.76,Medium,75.29
STU_063,Priya Mehta,Grade 10,Math,69.64,64.74,66.98,91.45,9.55,51.17,Low,64.34
STU_063,Priya Mehta,Grade 10,Science,90.65,89.56,90.63,84.6,20.37,73.26,High,85.17
STU_063,Priya Mehta,Grade 10,English,91.84,97.53,98.94,72.03,23.4,74.05,Low,91.03
STU_063,Priya Mehta,Grade 10,History,92.13,92.22,93.07,77.25,24.78,81.42,Medium,83.19
STU_063,Priya Mehta,Grade 10,Art,83.53,84.43,91.71,88.28,18.41,55.71,Low,79.92
STU_064,Ananya Verma,Grade 11,Math,51.6,52.11,49.93,60.15,5.35,69.63,Low,45.61
STU_064,Ananya Verma,Grade 11,Science,76.32,80.61,78.55,92.33,10.87,65.46,Medium,69.66
STU_064,Ananya Verma,Grade 11,English,56.6,57.84,61.36,60.85,6.82,82.19,Medium,55.64
STU_064,Ananya Verma,Grade 11,History,90.69,89.33,97.62,93.3,18.61,72.6,Low,83.84
STU_064,Ananya Verma,Grade 11,Art,95.62,96.17,91.55,70.67,24.62,77.22,High,86.37
STU_065,Ishita Reddy,Grade 9,Math,97.02,100.0,100.0,99.64,23.16,70.85,Low,93.27
STU_065,Ishita Reddy,Grade 9,Science,93.44,93.34,100.0,81.15,27.18,59.09,Medium,90.28
STU_065,Ishita Reddy,Grade 9,English,63.07,62.62,64.85,62.72,15.02,80.04,Medium,63.45
STU_065,Ishita Reddy,Grade 9,History,59.46,66.96,73.25,98.18,2.97,60.01,High,61.82
STU_065,Ishita Reddy,Grade 9,Art,85.67,92.54,94.64,75.75,25.28,55.93,High,90.63
STU_066,Ishita Patel,Grade 9,Math,90.23,96.16,99.28,97.81,21.86,64.3,High,95.94
STU_066,Ishita Patel,Grade 9,Science,65.52,67.15,60.94,96.36,4.78,89.58,Medium,62.65
STU_066,Ishita Patel,Grade 9,English,100.0,100.0,95.41,78.25,29.98,69.21,Low,92.63
STU_066,Ishita Patel,Grade 9,History,89.99,91.25,96.42,84.55,16.76,82.54,High,82.24
STU_066,Ishita Patel,Grade 9,Art,66.16,73.13,74.91,63.62,2.13,81.74,Medium,64.73
STU_067,Tanisha Joshi,Grade 12,Math,71.09,75.38,81.36,92.64,7.26,57.14,Low,76.56
STU_067,Tanisha Joshi,Grade 12,Science,74.11,77.74,80.94,72.71,9.13,50.74,High,68.21
STU_067,Tanisha Joshi,Grade 12,English,97.84,100.0,100.0,67.55,28.3,83.29,Low,88.26
STU_067,Tanisha Joshi,Grade 12,History,69.24,70.1,71.79,76.75,3.77,62.57,High,68.47
STU_067,Tanisha Joshi,Grade 12,Art,89.94,92.66,96.78,89.81,15.49,69.87,Low,82.6
STU_068,Tanisha Kapoor,Grade 11,Math,68.43,62.33,62.82,60.53,12.11,66.9,High,60.49
STU_068,Tanisha Kapoor,Grade 11,Science,73.19,78.43,76.01,65.35,14.19,91.01,Medium,69.23
STU_068,Tanisha Kapoor,Grade 11,English,79.51,81.93,85.67,64.83,19.51,69.13,Medium,74.78
STU_068,Tanisha Kapoor,Grade 11,History,82.04,83.52,77.88,88.26,18.66,81.14,High,79.99
STU_068,Tanisha Kapoor,Grade 11,Art,60.47,62.57,55.56,67.54,6.98,76.68,Medium,53.92
STU_069,Rahul Singh,Grade 11,Math,86.95,86.53,87.4,77.14,17.3,59.93,High,81.89
STU_069,Rahul Singh,Grade 11,Science,70.15,72.29,75.41,76.88,11.35,96.1,Medium,65.99
STU_069,Rahul Singh,Grade 11,English,71.17,65.37,70.11,61.38,13.15,56.66,Low,70.45
STU_069,Rahul Singh,Grade 11,History,88.43,91.36,98.91,80.27,19.14,96.5,Medium,85.93
STU_069,Rahul Singh,Grade 11,Art,100.0,100.0,100.0,69.59,29.75,99.98,Medium,93.94
STU_070,Tanisha Kapoor,Grade 9,Math,100.0,98.45,100.0,86.58,27.89,76.64,High,94.04
STU_070,Tanisha Kapoor,Grade 9,Science,94.3,95.54,97.01,76.47,27.87,78.95,Low,92.76
STU_070,Tanisha Kapoor,Grade 9,English,60.64,63.01,61.74,87.15,3.05,60.58,Low,61.44
STU_070,Tanisha Kapoor,Grade 9,History,50.18,54.74,58.1,87.01,2.1,85.14,High,56.11
STU_070,Tanisha Kapoor,Grade 9,Art,68.0,71.81,70.31,77.81,9.07,69.06,High,64.93
STU_071,Ananya Kapoor,Grade 11,Math,59.3,58.11,64.93,84.98,4.62,81.63,Medium,57.43
STU_071,Ananya Kapoor,Grade 11,Science,87.21,87.55,91.44,95.31,20.11,70.59,Medium,87.46
STU_071,Ananya Kapoor,Grade 11,English,54.38,54.31,55.13,86.55,5.84,76.55,Low,55.79
STU_071,Ananya Kapoor,Grade 11,History,84.43,85.6,87.87,61.78,21.75,69.05,Medium,77.11
STU_071,Ananya Kapoor,Grade 11,Art,80.87,79.75,84.98,96.68,11.47,63.76,Low,75.06
STU_072,Rahul Patel,Grade 10,Math,67.5,66.54,68.79,89.82,2.9,87.26,High,56.98
STU_072,Rahul Patel,Grade 10,Science,69.25,70.46,67.56,88.74,10.14,76.01,High,62.57
STU_072,Rahul Patel,Grade 10,English,85.6,85.49,86.09,80.13,20.1,60.04,Low,81.23
STU_072,Rahul Patel,Grade 10,History,90.75,93.31,93.37,96.71,22.09,88.94,Medium,86.87
STU_072,Rahul Patel,Grade 10,Art,97.09,97.65,97.37,77.34,27.69,90.41,Low,94.82
STU_073,Sanya Joshi,Grade 11,Math,82.8,82.49,82.17,93.63,17.72,50.37,High,77.17
STU_073,Sanya Joshi,Grade 11,Science,92.32,94.64,95.11,65.3,20.78,96.05,Low,84.58
STU_073,Sanya Joshi,Grade 11,English,93.45,97.07,100.0,98.47,25.18,63.84,Low,95.75
STU_073,Sanya Joshi,Grade 11,History,89.45,97.19,100.0,91.29,22.53,91.44,Medium,92.06
STU_073,Sanya Joshi,Grade 11,Art,56.49,55.06,51.03,67.37,3.53,90.64,Medium,53.7
STU_074,Ananya Mehta,Grade 10,Math,71.82,70.84,71.31,96.11,8.92,57.74,High,66.65
STU_074,Ananya Mehta,Grade 10,Science,81.42,82.95,77.32,91.02,17.48,88.81,High,76.46
STU_074,Ananya Mehta,Grade 10,English,82.76,87.81,81.64,64.36,23.77,54.35,Medium,78.96
STU_074,Ananya Mehta,Grade 10,History,64.62,59.42,61.28,83.68,11.82,65.84,High,60.66
STU_074,Ananya Mehta,Grade 10,Art,89.19,92.59,97.31,98.52,20.96,70.83,Low,92.67
STU_075,Siddharth Singh,Grade 11,Math,75.39,71.96,69.29,79.22,15.68,75.44,High,69.91
STU_075,Siddharth Singh,Grade 11,Science,84.78,88.31,88.07,90.86,16.86,81.22,Low,75.02
STU_075,Siddharth Singh,Grade 11,English,97.34,99.76,93.31,64.94,29.12,90.77,High,91.15
STU_075,Siddharth Singh,Grade 11,History,78.13,82.42,87.4,92.37,15.42,77.11,Medium,76.77
STU_075,Siddharth Singh,Grade 11,Art,71.73,80.37,79.73,68.01,10.54,64.61,High,66.95
STU_076,Rahul Singh,Grade 10,Math,84.18,86.33,94.62,61.58,23.14,58.21,Medium,81.51
STU_076,Rahul Singh,Grade 10,Science,90.04,90.8,90.13,62.03,29.36,94.02,High,85.78
STU_076,Rahul Singh,Grade 10,English,71.31,70.06,65.76,77.61,13.32,74.71,Medium,60.78
STU_076,Rahul Singh,Grade 10,History,76.3,80.75,78.26,75.65,14.56,84.35,Low,70.12
STU_076,Rahul Singh,Grade 10,Art,86.0,89.17,84.58,77.4,21.72,55.44,Low,80.4
STU_077,Sanya Malhotra,Grade 11,Math,57.95,58.82,56.95,60.38,8.94,80.69,High,51.56
STU_077,Sanya Malhotra,Grade 11,Science,75.51,73.49,74.8,86.5,12.5,64.42,Medium,70.31
STU_077,Sanya Malhotra,Grade 11,English,94.0,99.07,100.0,77.98,26.33,56.64,High,95.29
STU_077,Sanya Malhotra,Grade 11,History,100.0,100.0,100.0,74.67,28.98,79.29,Low,98.44
STU_077,Sanya Malhotra,Grade 11,Art,80.37,87.02,93.77,61.58,20.17,70.96,Low,78.23
STU_078,Tanisha Verma,Grade 9,Math,90.27,87.54,88.7,93.9,22.16,68.98,High,91.62
STU_078,Tanisha Verma,Grade 9,Science,72.71,79.44,75.62,64.34,12.85,93.83,Low,68.61
STU_078,Tanisha Verma,Grade 9,English,79.71,83.13,85.93,96.41,5.37,52.31,High,66.34
STU_078,Tanisha Verma,Grade 9,History,73.96,71.9,78.5,63.86,17.19,97.68,Medium,73.03
STU_078,Tanisha Verma,Grade 9,Art,83.07,82.68,92.43,67.86,18.52,83.98,High,83.72
STU_079,Ananya Reddy,Grade 12,Math,56.83,59.41,61.51,64.33,3.3,52.15,Medium,52.34
STU_079,Ananya Reddy,Grade 12,Science,86.99,86.95,86.5,93.62,16.0,80.22,Medium,84.09
STU_079,Ananya Reddy,Grade 12,English,73.86,75.96,78.88,94.8,6.66,52.76,Low,70.24
STU_079,Ananya Reddy,Grade 12,History,78.24,83.83,89.04,85.43,15.29,78.88,Medium,80.71
STU_079,Ananya Reddy,Grade 12,Art,83.08,86.04,88.98,75.38,15.37,50.76,Medium,80.27
STU_080,Tanisha Malhotra,Grade 10,Math,98.63,100.0,100.0,76.22,25.28,91.87,High,92.11
STU_080,Tanisha Malhotra,Grade 10,Science,72.4,73.91,75.2,79.38,9.56,70.37,Medium,70.93
STU_080,Tanisha Malhotra,Grade 10,English,93.68,91.1,99.04,67.87,22.56,76.53,Low,87.83
STU_080,Tanisha Malhotra,Grade 10,History,70.63,67.68,61.51,91.98,3.77,61.23,Medium,63.32
STU_080,Tanisha Malhotra,Grade 10,Art,70.02,68.29,73.93,61.77,14.95,55.14,Low,60.62
STU_081,Priya Malhotra,Grade 10,Math,79.37,81.23,85.16,98.99,16.31,63.66,Medium,78.49
STU_081,Priya Malhotra,Grade 10,Science,77.93,82.21,84.61,89.2,15.49,90.89,Medium,81.11
STU_081,Priya Malhotra,Grade 10,English,93.46,97.26,96.15,74.88,27.01,98.1,Low,83.36
STU_081,Priya Malhotra,Grade 10,History,67.05,71.78,73.2,83.99,4.76,65.64,Medium,64.44
STU_081,Priya Malhotra,Grade 10,Art,81.26,84.98,81.09,66.18,16.55,84.87,Low,69.94
STU_082,Rohan Mehta,Grade 9,Math,96.52,99.3,100.0,72.86,22.33,73.43,Medium,90.82
STU_082,Rohan Mehta,Grade 9,Science,61.5,66.31,69.89,63.24,4.32,66.1,Medium,56.68
STU_082,Rohan Mehta,Grade 9,English,63.25,62.25,69.77,72.97,7.04,95.44,High,57.57
STU_082,Rohan Mehta,Grade 9,History,80.29,83.74,85.33,70.33,19.73,59.94,High,83.2
STU_082,Rohan Mehta,Grade 9,Art,93.0,97.27,97.91,71.57,29.91,67.75,Low,95.92
STU_083,Rohan Patel,Grade 10,Math,71.97,78.37,85.66,75.73,10.27,88.16,High,65.69
STU_083,Rohan Patel,Grade 10,Science,86.36,88.63,89.53,69.03,25.65,86.26,Medium,86.7
STU_083,Rohan Patel,Grade 10,English,87.92,90.86,94.81,90.6,14.75,86.58,Low,83.1
STU_083,Rohan Patel,Grade 10,History,64.29,69.21,69.35,89.51,7.02,79.45,High,69.7
STU_083,Rohan Patel,Grade 10,Art,99.06,100.0,100.0,72.07,29.59,73.42,Low,97.29
STU_084,Vikram Gupta,Grade 9,Math,79.47,81.59,82.7,97.09,17.13,61.7,High,77.64
STU_084,Vikram Gupta,Grade 9,Science,96.91,95.12,95.57,97.99,29.91,54.33,Medium,96.05
STU_084,Vikram Gupta,Grade 9,English,64.48,71.36,70.06,95.75,2.26,83.46,High,60.41
STU_084,Vikram Gupta,Grade 9,History,97.94,100.0,100.0,85.64,26.9,56.35,Medium,92.63
STU_084,Vikram Gupta,Grade 9,Art,63.62,65.25,71.57,71.85,5.14,56.15,Medium,65.24
STU_085,Vikram Kapoor,Grade 12,Math,87.8,92.02,89.06,76.29,20.59,70.6,High,85.45
STU_085,Vikram Kapoor,Grade 12,Science,83.03,88.26,85.84,76.7,18.61,64.23,Low,79.25
STU_085,Vikram Kapoor,Grade 12,English,74.2,76.08,76.65,73.15,16.28,94.79,High,69.65
STU_085,Vikram Kapoor,Grade 12,History,59.82,60.96,67.16,61.46,4.24,89.12,Low,55.93
STU_085,Vikram Kapoor,Grade 12,Art,65.84,66.29,71.09,77.61,7.43,54.82,Medium,61.92
STU_086,Priya Singh,Grade 12,Math,92.96,96.87,98.06,69.26,25.77,61.42,High,85.93
STU_086,Priya Singh,Grade 12,Science,92.59,95.12,100.0,90.98,27.77,70.0,Low,97.54
STU_086,Priya Singh,Grade 12,English,72.06,72.28,79.76,73.98,11.03,97.67,Medium,69.45
STU_086,Priya Singh,Grade 12,History,92.4,91.29,89.62,95.31,23.01,71.66,Medium,86.98
STU_086,Priya Singh,Grade 12,Art,70.58,73.43,73.23,95.51,3.24,50.63,High,66.68
STU_087,Sanya Verma,Grade 12,Math,97.37,100.0,100.0,92.04,24.26,63.85,Low,95.32
STU_087,Sanya Verma,Grade 12,Science,88.76,94.9,97.02,61.64,26.29,69.91,High,86.05
STU_087,Sanya Verma,Grade 12,English,84.38,84.64,82.98,85.89,25.41,93.63,Medium,84.78
STU_087,Sanya Verma,Grade 12,History,84.56,79.96,74.11,70.95,19.26,52.66,Low,75.33
STU_087,Sanya Verma,Grade 12,Art,87.51,89.44,92.96,75.39,21.91,88.78,High,84.09
STU_088,Sanya Patel,Grade 10,Math,100.0,100.0,99.93,76.47,28.94,64.29,Medium,97.06
STU_088,Sanya Patel,Grade 10,Science,72.53,70.75,73.56,89.77,4.46,52.98,Medium,58.02
STU_088,Sanya Patel,Grade 10,English,79.37,79.95,80.52,96.39,15.86,88.49,Low,79.51
STU_088,Sanya Patel,Grade 10,History,63.19,62.08,67.34,85.28,2.92,91.81,High,62.56
STU_088,Sanya Patel,Grade 10,Art,66.39,72.02,74.01,74.78,14.16,79.73,High,65.76
STU_089,Ananya Joshi,Grade 12,Math,76.8,78.68,80.93,86.4,9.3,50.08,Low,69.57
STU_089,Ananya Joshi,Grade 12,Science,71.84,72.52,67.97,72.07,9.74,85.53,Medium,62.73
STU_089,Ananya Joshi,Grade 12,English,67.37,68.6,71.5,68.99,3.31,92.41,Medium,61.11
STU_089,Ananya Joshi,Grade 12,History,64.46,68.13,74.05,60.4,11.22,96.84,Low,64.23
STU_089,Ananya Joshi,Grade 12,Art,68.6,66.45,75.31,64.82,17.45,90.59,Low,68.03
STU_090,Arjun Mehta,Grade 10,Math,78.49,88.74,87.32,88.95,10.86,56.45,Low,73.76
STU_090,Arjun Mehta,Grade 10,Science,60.48,66.75,72.28,61.97,7.02,64.76,High,56.58
STU_090,Arjun Mehta,Grade 10,English,60.25,61.46,56.29,69.06,2.96,94.76,High,55.86
STU_090,Arjun Mehta,Grade 10,History,76.65,75.39,75.2,70.3,19.13,93.06,Medium,73.29
STU_090,Arjun Mehta,Grade 10,Art,68.8,71.05,76.6,77.21,11.3,92.81,High,65.34
STU_091,Siddharth Mehta,Grade 9,Math,100.0,100.0,100.0,98.77,29.76,58.75,Medium,96.46
STU_091,Siddharth Mehta,Grade 9,Science,80.77,79.19,85.43,84.06,10.0,69.38,Medium,77.29
STU_091,Siddharth Mehta,Grade 9,English,67.92,66.11,60.33,92.61,11.74,93.28,Low,66.63
STU_091,Siddharth Mehta,Grade 9,History,69.15,66.01,64.77,85.84,9.98,93.94,Medium,60.89
STU_091,Siddharth Mehta,Grade 9,Art,64.16,65.96,66.06,76.79,7.08,70.6,High,63.64
STU_092,Ishita Kapoor,Grade 11,Math,72.22,66.92,72.95,82.45,12.5,91.16,Medium,68.83
STU_092,Ishita Kapoor,Grade 11,Science,78.17,81.95,85.84,70.53,18.08,85.41,Medium,77.6
STU_092,Ishita Kapoor,Grade 11,English,74.37,76.05,78.03,72.08,11.71,59.48,Medium,72.19
STU_092,Ishita Kapoor,Grade 11,History,84.02,85.12,92.24,61.78,21.95,61.03,High,85.07
STU_092,Ishita Kapoor,Grade 11,Art,86.26,82.17,83.03,87.44,23.01,69.95,High,83.1
STU_093,Ishita Gupta,Grade 10,Math,84.99,90.89,87.13,78.87,23.97,83.97,Low,83.73
STU_093,Ishita Gupta,Grade 10,Science,75.69,80.46,80.11,91.85,15.31,85.47,Medium,73.16
STU_093,Ishita Gupta,Grade 10,English,79.87,81.2,75.5,98.86,19.73,64.05,High,76.86
STU_093,Ishita Gupta,Grade 10,History,86.31,90.73,87.3,76.77,21.79,65.03,Medium,83.67
STU_093,Ishita Gupta,Grade 10,Art,96.93,97.12,100.0,84.48,26.78,57.83,High,95.62
STU_094,Tanisha Joshi,Grade 10,Math,80.49,80.79,86.64,86.07,16.68,83.47,High,80.37
STU_094,Tanisha Joshi,Grade 10,Science,100.0,100.0,98.83,91.03,28.34,53.61,Low,98.95
STU_094,Tanisha Joshi,Grade 10,English,95.36,94.17,88.11,75.56,25.24,64.64,Medium,91.58
STU_094,Tanisha Joshi,Grade 10,History,93.24,94.77,95.01,81.02,18.98,97.16,Low,92.64
STU_094,Tanisha Joshi,Grade 10,Art,70.92,75.72,75.15,71.42,9.98,63.37,High,66.72
STU_095,Rahul Patel,Grade 9,Math,83.33,85.01,89.11,94.88,18.49,85.32,Medium,81.22
STU_095,Rahul Patel,Grade 9,Science,87.06,93.72,91.55,62.42,21.66,78.77,High,82.62
STU_095,Rahul Patel,Grade 9,English,54.42,59.55,53.1,76.74,3.68,97.66,High,49.63
STU_095,Rahul Patel,Grade 9,History,96.98,94.26,97.46,62.47,26.03,53.04,Medium,91.27
STU_095,Rahul Patel,Grade 9,Art,84.6,84.29,88.54,92.99,13.29,51.64,High,77.86
STU_096,Arjun Malhotra,Grade 9,Math,68.66,70.67,69.9,81.72,12.44,69.26,Medium,65.48
STU_096,Arjun Malhotra,Grade 9,Science,71.13,75.25,81.5,91.65,7.74,90.11,High,65.96
STU_096,Arjun Malhotra,Grade 9,English,90.45,88.88,91.98,69.51,25.62,86.97,High,88.55
STU_096,Arjun Malhotra,Grade 9,History,68.29,70.86,73.39,84.85,11.43,81.55,High,68.54
STU_096,Arjun Malhotra,Grade 9,Art,89.18,95.68,88.36,62.45,23.98,76.95,High,85.85
STU_097,Rahul Malhotra,Grade 10,Math,81.95,74.64,81.44,62.39,24.91,61.58,High,75.89
STU_097,Rahul Malhotra,Grade 10,Science,85.44,89.04,92.73,98.46,20.96,93.77,Medium,90.64
STU_097,Rahul Malhotra,Grade 10,English,86.23,91.61,96.0,89.98,14.96,60.04,High,82.91
STU_097,Rahul Malhotra,Grade 10,History,85.13,81.78,75.5,83.74,20.47,54.53,Medium,78.09
STU_097,Rahul Malhotra,Grade 10,Art,85.57,89.13,91.0,74.49,22.9,74.85,Low,85.23
STU_098,Ishita Kapoor,Grade 9,Math,100.0,100.0,100.0,91.2,28.56,99.24,Low,97.6
STU_098,Ishita Kapoor,Grade 9,Science,80.98,81.95,86.19,77.51,14.06,85.51,High,74.09
STU_098,Ishita Kapoor,Grade 9,English,57.67,56.41,56.88,78.17,5.63,53.81,Low,49.36
STU_098,Ishita Kapoor,Grade 9,History,56.28,60.87,62.64,64.1,2.48,54.27,Medium,50.05
STU_098,Ishita Kapoor,Grade 9,Art,100.0,100.0,100.0,69.23,27.27,75.79,Medium,89.71
STU_099,Rohan Sharma,Grade 9,Math,99.62,99.37,100.0,96.3,20.64,85.59,High,92.28
STU_099,Rohan Sharma,Grade 9,Science,87.1,90.23,87.99,61.56,26.55,63.65,Low,80.01
STU_099,Rohan Sharma,Grade 9,English,77.95,76.75,78.34,85.83,16.33,78.29,Low,72.73
STU_099,Rohan Sharma,Grade 9,History,97.76,99.2,100.0,84.29,25.09,85.53,Medium,100.0
STU_099,Rohan Sharma,Grade 9,Art,75.0,74.76,78.27,63.0,15.62,85.44,High,65.87
STU_100,Siddharth Patel,Grade 12,Math,69.28,74.57,69.73,80.81,9.71,77.37,High,70.86
STU_100,Siddharth Patel,Grade 12,Science,60.01,66.37,69.9,77.93,3.32,78.16,Low,63.06
STU_100,Siddharth Patel,Grade 12,English,70.03,73.41,82.14,67.62,9.49,52.1,Low,65.13
STU_100,Siddharth Patel,Grade 12,History,66.73,63.94,58.34,77.68,7.35,65.73,Medium,57.53
STU_100,Siddharth Patel,Grade 12,Art,66.03,69.5,70.96,66.0,9.64,50.62,High,60.8
STU_101,Ishita Malhotra,Grade 10,Math,90.49,93.31,92.36,75.99,23.25,79.37,Low,85.14
STU_101,Ishita Malhotra,Grade 10,Science,79.92,83.25,90.05,97.87,12.29,91.51,Medium,78.67
STU_101,Ishita Malhotra,Grade 10,English,82.93,81.76,83.37,68.58,24.72,67.38,Low,78.46
STU_101,Ishita Malhotra,Grade 10,History,69.85,71.3,75.76,94.76,8.1,86.04,High,68.65
STU_101,Ishita Malhotra,Grade 10,Art,77.52,76.45,79.63,92.46,12.47,59.56,Medium,73.41
STU_102,Arjun Gupta,Grade 11,Math,100.0,100.0,100.0,64.99,27.1,60.48,Medium,95.88
STU_102,Arjun Gupta,Grade 11,Science,93.14,94.68,91.0,97.22,15.99,62.93,Low,91.09
STU_102,Arjun Gupta,Grade 11,English,62.96,64.05,60.85,83.12,2.76,75.09,High,54.06
STU_102,Arjun Gupta,Grade 11,History,73.46,77.35,72.32,75.26,12.62,94.3,High,72.22
STU_102,Arjun Gupta,Grade 11,Art,91.67,92.78,89.54,68.08,29.2,84.62,Low,88.23
STU_103,Tanisha Sharma,Grade 10,Math,55.93,59.2,59.18,74.98,3.05,70.26,High,53.97
STU_103,Tanisha Sharma,Grade 10,Science,82.56,87.96,81.77,82.52,17.76,73.05,High,81.9
STU_103,Tanisha Sharma,Grade 10,English,70.4,72.11,76.51,68.72,11.98,59.7,Medium,64.89
STU_103,Tanisha Sharma,Grade 10,History,87.23,92.86,93.22,99.37,22.83,94.49,Medium,85.51
STU_103,Tanisha Sharma,Grade 10,Art,91.37,89.31,97.76,89.09,28.21,65.2,High,94.52
STU_104,Vikram Gupta,Grade 11,Math,100.0,99.51,100.0,81.43,28.1,57.19,Low,95.95
